1, [200, 100, 50], 0.01, ReLU(), 1.252121085366502, tensor(55.7675, device='cuda:0'), 1.917191488833367, tensor(39.7800, device='cuda:0'), 20, (1.8023846602138085, tensor(40.4600, device='cuda:0')), 
1, [200, 100, 50], 0.01, Sigmoid(), 1.4956786807733602, tensor(46.5325, device='cuda:0'), 1.838358240791514, tensor(36.6500, device='cuda:0'), 21, (1.8028412589543983, tensor(37.5200, device='cuda:0')), 
1, [200, 100, 50], 0.001, ReLU(), 0.852254260462313, tensor(69.8025, device='cuda:0'), 1.9480751662314693, tensor(44.2400, device='cuda:0'), 12, (1.6841684821285778, tensor(45.1900, device='cuda:0')), 
1, [200, 100, 50], 0.001, Sigmoid(), 1.1080870293199825, tensor(60.0275, device='cuda:0'), 2.0404663357553603, tensor(38.2800, device='cuda:0'), 20, (1.8568615777583062, tensor(38.6700, device='cuda:0')), 
1, [200, 100, 50], 1e-05, ReLU(), 1.849820597484089, tensor(34.6775, device='cuda:0'), 1.8829519914675363, tensor(32.6700, device='cuda:0'), 29, (1.8662512845630888, tensor(34.3800, device='cuda:0')), 
1, [200, 100, 50], 1e-05, Sigmoid(), 2.2351506167707353, tensor(18.4650, device='cuda:0'), 2.233424458322646, tensor(17.9000, device='cuda:0'), 9, (2.2678617646422565, tensor(18.9500, device='cuda:0')), 
1, [200, 100], 0.01, ReLU(), 1.443617025122475, tensor(48.2625, device='cuda:0'), 1.835661664793763, tensor(38.1100, device='cuda:0'), 10, (1.8191946563841421, tensor(38.3000, device='cuda:0')), 
1, [200, 100], 0.01, Sigmoid(), 1.544536591718753, tensor(45.1425, device='cuda:0'), 1.7969621465175967, tensor(37.1900, device='cuda:0'), 11, (1.7701086364214933, tensor(37.7700, device='cuda:0')), 
1, [200, 100], 0.001, ReLU(), 0.8617096528077659, tensor(69.7150, device='cuda:0'), 1.93125613731674, tensor(44.2700, device='cuda:0'), 12, (1.6961266104179094, tensor(45.0200, device='cuda:0')), 
1, [200, 100], 0.001, Sigmoid(), 1.1564887630672882, tensor(59.5000, device='cuda:0'), 1.8588332571560824, tensor(38.7700, device='cuda:0'), 17, (1.7356790077837208, tensor(39.8300, device='cuda:0')), 
1, [200, 100], 1e-05, ReLU(), 1.8210979589639, tensor(36.0575, device='cuda:0'), 1.8594749592527557, tensor(33.8200, device='cuda:0'), 29, (1.8426789332039748, tensor(35.4900, device='cuda:0')), 
1, [200, 100], 1e-05, Sigmoid(), 2.071735446064617, tensor(26.5575, device='cuda:0'), 2.0794443963449214, tensor(26.0800, device='cuda:0'), 29, (2.073415786405153, tensor(26.7400, device='cuda:0')), 
1, [200], 0.01, ReLU(), 1.5382552367810625, tensor(48.1075, device='cuda:0'), 2.0712962346740915, tensor(37.0600, device='cuda:0'), 10, (1.9378738795654684, tensor(37.0700, device='cuda:0')), 
1, [200], 0.01, Sigmoid(), 1.525795358057601, tensor(46.6575, device='cuda:0'), 1.9383095895187765, tensor(34.6900, device='cuda:0'), 14, (1.9061273049704637, tensor(35.6000, device='cuda:0')), 
1, [200], 0.001, ReLU(), 1.1237015189073336, tensor(61.0625, device='cuda:0'), 1.7225760312020024, tensor(43.5500, device='cuda:0'), 9, (1.6463786544679087, tensor(44.2200, device='cuda:0')), 
1, [200], 0.001, Sigmoid(), 1.2340030171238958, tensor(58.2775, device='cuda:0'), 1.7392346753349788, tensor(39.6400, device='cuda:0'), 17, (1.7212674934652787, tensor(39.9800, device='cuda:0')), 
1, [200], 1e-05, ReLU(), 1.8191250604562486, tensor(36.8175, device='cuda:0'), 1.8624092204661309, tensor(34.0600, device='cuda:0'), 29, (1.8440620235249967, tensor(35.8900, device='cuda:0')), 
1, [200], 1e-05, Sigmoid(), 2.009703219889071, tensor(30.5750, device='cuda:0'), 2.0326477274110046, tensor(29.1400, device='cuda:0'), 27, (2.02316803720933, tensor(30.2200, device='cuda:0')), 
2, [200, 100, 50], 0.01, ReLU(), 1.3700108973743816, tensor(51.6825, device='cuda:0'), 1.8770049040830588, tensor(40.1400, device='cuda:0'), 12, (1.764341985123067, tensor(39.6900, device='cuda:0')), 
2, [200, 100, 50], 0.01, Sigmoid(), 1.723275545306099, tensor(38.4550, device='cuda:0'), 1.8484876744354828, tensor(34.3700, device='cuda:0'), 10, (1.8501047031788886, tensor(34.0500, device='cuda:0')), 
2, [200, 100, 50], 0.001, ReLU(), 0.6947900690019321, tensor(75.5650, device='cuda:0'), 2.076034037372734, tensor(44.8000, device='cuda:0'), 8, (1.6821073399314397, tensor(45.9300, device='cuda:0')), 
2, [200, 100, 50], 0.001, Sigmoid(), 0.9731456736406199, tensor(64.9325, device='cuda:0'), 2.0070447891573364, tensor(39.6300, device='cuda:0'), 13, (1.7705858025369765, tensor(39.7100, device='cuda:0')), 
2, [200, 100, 50], 1e-05, ReLU(), 1.752267774301596, tensor(38.6400, device='cuda:0'), 1.8045084627368781, tensor(36.0900, device='cuda:0'), 29, (1.7829877515382404, tensor(37.4500, device='cuda:0')), 
2, [200, 100, 50], 1e-05, Sigmoid(), 2.0763273155346464, tensor(24.8350, device='cuda:0'), 2.0812612364563763, tensor(24.2200, device='cuda:0'), 29, (2.0778321329551406, tensor(24.8100, device='cuda:0')), 
2, [200, 100], 0.01, ReLU(), 1.5704600357780822, tensor(42.2125, device='cuda:0'), 1.9950216420089142, tensor(32.7800, device='cuda:0'), 10, (1.8559317739703987, tensor(34.9500, device='cuda:0')), 
2, [200, 100], 0.01, Sigmoid(), 1.656004957116831, tensor(41.0300, device='cuda:0'), 1.840740208384357, tensor(35.1600, device='cuda:0'), 9, (1.8006965842428087, tensor(36.8300, device='cuda:0')), 
2, [200, 100], 0.001, ReLU(), 0.6471997715604191, tensor(77.5225, device='cuda:0'), 2.0410528348971018, tensor(45.2200, device='cuda:0'), 9, (1.683915056759798, tensor(45.2500, device='cuda:0')), 
2, [200, 100], 0.001, Sigmoid(), 0.8916517915055394, tensor(69.0925, device='cuda:0'), 1.9764316685592072, tensor(40.5000, device='cuda:0'), 15, (1.7440430454061002, tensor(41.5900, device='cuda:0')), 
2, [200, 100], 1e-05, ReLU(), 1.7428280781633176, tensor(39.3350, device='cuda:0'), 1.7959749276124979, tensor(36.5900, device='cuda:0'), 29, (1.7777173353146902, tensor(37.4100, device='cuda:0')), 
2, [200, 100], 1e-05, Sigmoid(), 2.020101438696011, tensor(28.7250, device='cuda:0'), 2.034961668750908, tensor(27.9200, device='cuda:0'), 28, (2.027798735642735, tensor(28.7000, device='cuda:0')), 
2, [200], 0.01, ReLU(), 1.4801484612992015, tensor(52.8700, device='cuda:0'), 2.3989080990417095, tensor(36.2300, device='cuda:0'), 19, (2.183231996584542, tensor(37.5500, device='cuda:0')), 
2, [200], 0.01, Sigmoid(), 1.3163546510397817, tensor(54.9675, device='cuda:0'), 2.239601240882391, tensor(33.2800, device='cuda:0'), 25, (2.133270082594473, tensor(34.8000, device='cuda:0')), 
2, [200], 0.001, ReLU(), 0.9585798439888147, tensor(67.1875, device='cuda:0'), 1.8500174797033961, tensor(43.0600, device='cuda:0'), 9, (1.6679218916953364, tensor(43.9600, device='cuda:0')), 
2, [200], 0.001, Sigmoid(), 0.9670162753175242, tensor(69.2900, device='cuda:0'), 1.77751201466669, tensor(40.2100, device='cuda:0'), 18, (1.7339943194691139, tensor(40.6500, device='cuda:0')), 
2, [200], 1e-05, ReLU(), 1.7792766490302527, tensor(38.5925, device='cuda:0'), 1.8306004412566559, tensor(35.3100, device='cuda:0'), 29, (1.8150088681450374, tensor(36.6400, device='cuda:0')), 
2, [200], 1e-05, Sigmoid(), 1.9998089619718802, tensor(30.8325, device='cuda:0'), 2.026383759100226, tensor(29.6000, device='cuda:0'), 29, (2.0143107311635076, tensor(30.4500, device='cuda:0')), 
3, [200, 100, 50], 0.01, ReLU(), 1.3400840397460012, tensor(51.6175, device='cuda:0'), 2.0108125919028175, tensor(38.3000, device='cuda:0'), 18, (1.862029255190982, tensor(40.0900, device='cuda:0')), 
3, [200, 100, 50], 0.01, Sigmoid(), 1.7623032548557074, tensor(37.1300, device='cuda:0'), 1.870561097241655, tensor(33.3700, device='cuda:0'), 14, (1.8624238756638538, tensor(34.3400, device='cuda:0')), 
3, [200, 100, 50], 0.001, ReLU(), 0.6287084675063721, tensor(77.5200, device='cuda:0'), 2.2413795794112774, tensor(43.9400, device='cuda:0'), 7, (1.6412999690333498, tensor(45.8000, device='cuda:0')), 
3, [200, 100, 50], 0.001, Sigmoid(), 0.911965964701229, tensor(67.5350, device='cuda:0'), 2.0009916643553143, tensor(39.9500, device='cuda:0'), 11, (1.7024048551728455, tensor(42.1300, device='cuda:0')), 
3, [200, 100, 50], 1e-05, ReLU(), 1.683425412010461, tensor(41.3525, device='cuda:0'), 1.7502750716631925, tensor(38.2200, device='cuda:0'), 29, (1.7336917904358875, tensor(38.8300, device='cuda:0')), 
3, [200, 100, 50], 1e-05, Sigmoid(), 2.0402211141281614, tensor(26.5800, device='cuda:0'), 2.051305283474017, tensor(26.0200, device='cuda:0'), 29, (2.044595229474804, tensor(26.3800, device='cuda:0')), 
3, [200, 100], 0.01, ReLU(), 1.774269962463135, tensor(34.5750, device='cuda:0'), 1.9865680193599267, tensor(29.0600, device='cuda:0'), 7, (1.9354912465131735, tensor(30.4700, device='cuda:0')), 
3, [200, 100], 0.01, Sigmoid(), 1.6919267695551863, tensor(39.8550, device='cuda:0'), 1.866590367087835, tensor(34.3500, device='cuda:0'), 17, (1.8371533819391757, tensor(35.4800, device='cuda:0')), 
3, [200, 100], 0.001, ReLU(), 0.5495201397818118, tensor(81.1025, device='cuda:0'), 2.289794349972206, tensor(43.6600, device='cuda:0'), 8, (1.6926350216322308, tensor(45.9300, device='cuda:0')), 
